"POLICY_Name","POLICY_Link","POLICY_url","POLICY_YearPublish","POLICY_Type","POLICY_Description","STATE_Abbr","POLICY_Sector","STATE_Name","POLICY_abbr"
"Energy Efficiency Investment Fund (EEIF)","eeif-program-guidelines-and-operational-procedures.pdf (delaware.gov)","http://www.dnrec.delaware.gov/energy/Documents/EEIF/eeif-program-guidelines-and-operational-procedures.pdf","2021","Other","Promotes the use of energy efficient technologies.","DE","Building","Delaware","hover_building"
"Energy Efficiency Industrial (E2I) Program","E2I: Energy Efficiency Industrial - DNREC Alpha (delaware.gov)","https://dnrec.alpha.delaware.gov/climate-coastal-energy/efficiency/industrial/#:~:text=The%20E2I%20program%20is%20designed,and%2For%2095%2C000%20MMBtu%20annually.","","Other","The Department of Natural Resources and Environmental Control (DNREC) provides grants through the Energy Efficiency Industrial (E2I) program to help large-scale energy users make their operations more energy efficient through innovative upgrades.","DE","Building","Delaware","hover_building"
"Weatherization Assistance Program","Weatherization Assistance Program - DNREC Alpha (delaware.gov)","https://dnrec.alpha.delaware.gov/climate-coastal-energy/sustainable-communities/weatherization/","","Other","The Department of Natural Resources and Environmental Control (DNREC) offers a free Weatherization Assistance Program to help establish comfortable, energy-saving homes. The program, run through the Division of Climate, Coastal and Energy, helps homeowners and renters cut their energy bills by weatherproofing and improving the energy efficiency of their homes.","DE","Building","Delaware","hover_building"
"Energy Efficiency Advisory Council (EEAC)","Delaware Code Online","http://delcode.delaware.gov/title29/c080/sc02/index.html","2014","Legislation","The council was established by the legislature in 2014 as part of the Delaware Energy Act (29 Del.C. Chapter 80, Subchapter II) which enables Delaware electric and gas utilities to provide cost-effective energy efficiency programs to their customers and will help Delaware meet statewide energy savings targets. The Delaware Energy Efficiency Advisory Council (EEAC) helps Delawareans reduce energy loss and cost through energy efficiency programs. The EEAC is a collaborative panel of representatives that develops statewide programs to increase energy efficiency, reduce energy usage, and lower consumer energy costs.","DE","Building","Delaware","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","Residential.","DE","Building","Delaware","hover_building"
"SB 113","Bill Detail - Delaware General Assembly","https://legis.delaware.gov/BillDetail/25929","2018","Legislation","Commercial Property Assessed Clean Energy (C-PACE) financing in Delaware.","DE","Building","Delaware","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Incentives for combined heat and power (CHP) deployment are offered through Delaware’s EEIF and the state also provides technical assistance for cost-effective and efficient CHP projects.","DE","Building","Delaware","hover_building"
"Property Assessed Clean Energy (PACE) program","","","2010","Other","","FL","Building","Florida","hover_building"
"An Act Relating to Public Financing of Construction Projects (SB 178)","https://flsenate.gov/Session/Bill/2020/178","https://flsenate.gov/Session/Bill/2020/179","2019","Legislation","Requires all state-funded buildings in coastal zones to take into account sea-level rise before they begin building.","FL","Building","Florida","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","Residential.","FL","Building","Florida","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Incentive program for projects.","FL","Building","Florida","hover_building"
"Energy Efficiency Portfolio Standard","EEPS-2019-Legislative-Report_FINAL.pdf (hawaii.gov)","https://puc.hawaii.gov/wp-content/uploads/2018/12/EEPS-2019-Legislative-Report_FINAL.pdf","2009","Other","As specified in HRS §269-96, the statewide EEPS goal is 4,300 gigawatt-hours (“GWh”) of electricity savings by 2030.","HI","Building","Hawaii","hover_building"
"Green Energy Market Securitization (GEMS) program","GEMS Financing Program (hawaii.gov)","https://gems.hawaii.gov/","","Other","Created by the Department of Business, Economic Development and Tourism and the Hawaii Green Infrastructure Authority, the Hawaii Green Energy Market Securitization (GEMS) Program is bringing clean energy technologies to Hawaii ratepayers, including those who are underserved, by providing innovative financing products that result in electricity bill savings for customers with no money down. To address the need for significant investment in clean energy technologies to achieve Hawaii’s clean energy goals, and to identify innovative ways to increase access to clean energy, the Hawaii Green Infrastructure Authority was created by Act 211, Session Laws of Hawaii 2013.","HI","Building","Hawaii","hover_building"
"2015 International Energy Conservation Code (IECC)","| 2015 IECC Update (hawaii.gov)","https://energy.hawaii.gov/hawaii-energy-building-code/2015-iecc-update","2015","Other","The code sets energy efficiency requirements for both residential and commercial buildings.","HI","Building","Hawaii","hover_building"
"HRS 196-9","House Bill (hawaii.gov)","https://www.capitol.hawaii.gov/hrscurrent/vol03_ch0121-0200d/HRS0196/HRS_0196-0009.htm","2006","Legislation","Energy efficiency and environmental standards for state facilities, motor vehicles, and transportation fuel. Requires agencies to implement LEED Silver or other nationally recognized standard “to the extent possible.”","HI","Building","Hawaii","hover_building"
"Energy Efficient Building Act","https://www.ilga.gov/legislation/ilcs/ilcs3.asp?ActID=2614&ChapterID=4","https://www.ilga.gov/legislation/ilcs/ilcs3.asp?ActID=2614&ChapterID=5","2010","Legislation","Requires all new commercial and residential construction for which a building permit application is received by a municipality or county to follow a comprehensive statewide energy conservation code.","IL","Building","Illinois","hover_building"
"HB 1384 (P.A. 95-559)","Cosponsors - H.R.1384 - 116th Congress (2019-2020): Medicare for All Act of 2019 | Congress.gov | Library of Congress","https://www.congress.gov/bill/116th-congress/house-bill/1384/cosponsors?searchResultViewType=expanded","2019","Legislation","Signed by the Governor, sets a goal of a 10% reduction from state buildings within ten years.","IL","Building","Illinois","hover_building"
"2016 Future Energy Jobs Act (FEJA)","Future Energy Jobs Act","https://www.futureenergyjobsact.com/","2016","Legislation","Creates a community solar program.","IL","Building","Illinois","hover_building"
"2018 International Energy Conservation Code (IECC)","Illinois Energy Conservation Code - Illinois Codes","https://www2.illinois.gov/cdb/business/codes/pages/illinoisenergyconservationcode.aspx","2019","Other","In mid-2019 the 2018 International Energy Conservation Code (IECC) went into effect for both residential and commercial buildings.","IL","Building","Illinois","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Three-year CHP production target; technical assistance for CHP projects.","IL","Building","Illinois","hover_building"
"2009 International Energy Conservation Code (IECC)","","","","Other","Residential.","LA","Building","Louisiana","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Promotes adoption in critical facilities.","LA","Building","Louisiana","hover_building"
"2009 International Energy Conservation Code (IECC)","","","","Other","Residential.","ME","Building","Maine","hover_building"
"Act Regarding Maine's Energy Future","Title 35-A, §10104: Duties (mainelegislature.org)","http://www.mainelegislature.org/legis/statutes/35-A/title35-Asec10104.html","2009","Legislation","Established the Efficiency Maine Trust (EMT). As a part of this Act, the Trust is responsible for creating a plan to reach a series of energy efficiency targets.","ME","Building","Maine","hover_building"
"An Act To Transform Maine's Heat Pump Market To Advance Economic Security and Climate Objectives","Summary (maine.gov)","https://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280074129","2019","Legislation","Target to install 100,000 high-performance air source heat pumps by 2025.","ME","Building","Maine","hover_building"
"Maine Uniform Building and Energy Code","title10ch1103.pdf (mainelegislature.org)","https://www.mainelegislature.org/legis/statutes/10/title10ch1103.pdf","2012","Other","Made the 2009 International Energy Conservation Code (IECC) mandatory for residential construction.","ME","Building","Maine","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Incentives for the deployment of CHP.","ME","Building","Maine","hover_building"
"EmPOWER Energy Efficiency Program","EmPOWER Maryland","https://energy.maryland.gov/pages/facts/empower.aspx","","Other","The Maryland Energy Administration (MEA) strongly supports energy efficiency and conservation programs developed pursuant to the EmPOWER Maryland Energy Efficiency Act (codified at Md. Code Ann., Public Utilities § 7-211).","MD","Building","Maryland","hover_building"
"Smart Energy Communities Program","Maryland Smart Energy Communities FY20.pdf","https://energy.maryland.gov/Documents/Maryland%20Smart%20Energy%20Communities%20FY20.pdf","","Other","The goal of the Maryland Smart Energy Communities (MSEC) program is to have local governments adopt energy policies and commit to them for the long term, leading to sustained energy savings and additional opportunities for renewable energy development.","MD","Building","Maryland","hover_building"
"Weatherization Assistance Program","Weatherization Assistance Program (maryland.gov)","https://dhcd.maryland.gov/Residents/Pages/wap/default.aspx","","Other","The Weatherization Assistance Program, operated by the Department of Housing and Community Development’s Housing and Building Energy Programs section, helps eligible low income households across the State of Maryland with the installation of energy conservation materials in their dwelling units.","MD","Building","Maryland","hover_building"
"Energy Efficiency Resource Standard","Homepage - Maryland Public Service Commission (state.md.us)","https://www.psc.state.md.us/","2015","Other","In July 2015, the Public Service Commission (PSC) in its Order 87082 established energy efficiency goals for the State. Previous state mandated energy efficiency program- EmPOWER Maryland Act is set to expire at the end of 2015, after which the PSC set goals is going to take effect.","MD","Building","Maryland","hover_building"
"GGRA Draft Plan","2019 GGRA Draft Plan Executive Summary (10-15-2019) POSTED.pdf (maryland.gov)","https://mde.maryland.gov/programs/Air/ClimateChange/Documents/2019GGRAPlan/2019%20GGRA%20Draft%20Plan%20Executive%20Summary%20(10-15-2019)%20POSTED.pdf","2019","Announced Plan","The 2019 GGRA Draft Plan utilizes various strategies, programs, and initiatives that the state is developing and implementing to meet the emissions reductions and economic benefit goals. Some of these strategies are already being fully implemented, while others are in an earlier phase of the implementation process. The suite of programs encompasses multiple sectors, including the electricity sector, the transportation sector, the agriculture and forestry sector, the buildings sector, the waste management sector, and additional non-specific sectors.","MD","Cross-sector","Maryland","hover_cross"
"2018 Maryland Building Performance Standards","comar091251.pdf (state.md.us)","https://www.dllr.state.md.us/labor/build/comar091251.pdf","2018","Other","The purpose of this chapter is to adopt the International Building Code (IBC), the International Residential Code (IRC), and the International Energy Conservation Code (IECC), as may be modified by the Department, as the Maryland Building Performance Standards, which will provide reasonable protection to the public against hazards to life, health, and property, and to establish the policies and procedures associated with the operation of a data base that contains the Standards, the local amendments, and other related information.","MD","Building","Maryland","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Incentives for CHP development.","MD","Building","Maryland","hover_building"
"Maryland Leads by Example","Maryland Energy Administration","https://news.maryland.gov/mea/2019/06/25/hogan-administration-announces-energy-saving-initiative-maryland-leads-by-example-reduce-energy-consumption-in-state-owned-buildings-by-10/#:~:text=The%20goal%20of%20the%20%E2%80%9CMaryland,be%20the%20least%20energy%2Defficient.","2019","Executive Order","Directs two agencies to develop an initiative to reduce energy consumption in state buildings 10% by 2029.","MD","Building","Maryland","hover_building"
"2019–2021 Three-Year Energy Efficiency Plans","Massachusetts’ Nation-Leading Three-Year Energy Efficiency Plan Approved | Mass.gov","https://www.mass.gov/news/massachusetts-nation-leading-three-year-energy-efficiency-plan-approved-0","2019","Announced Plan","Set nation-leading savings goals and expands the energy-efficiency programs to include fuel switching, strategic electrification, and active demand management.","MA","Building","Massachusetts","hover_building"
"Combined Heat and Power (CHP)","","","","Other","CHP incentive and financing programs.","MA","Building","Massachusetts","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","Adopted the 2018 International Energy Conservation Code (IECC) and American Society of Heating, Refrigerating, and Air-Conditioning Engineers (ASHRAE) Standards 90.1-2016, with strengthening amendments.","MA","Building","Massachusetts","hover_building"
"2008 Stretch Energy Code","download (mass.gov)","https://www.mass.gov/doc/appendix-aa-stretch-energy-code/download","2008","Other","State stretch energy code requires new large commercial construction to exceed the baseline state code by approximately 10%, and requires new low-rise residential construction to have a Home Energy Rating System (HERS) rating of 55 or less or a Passive House certification.","MA","Building","Massachusetts","hover_building"
"MassCEC’s $30 million Clean Heating and Cooling program","Clean Heating and Cooling | MassCEC","https://www.masscec.com/residential/clean-heating-and-cooling","2015","Other","Fossil fuel or carbon-based incentive funding for heat pumps.","MA","Building","Massachusetts","hover_building"
"Affordable Access to Clean and Efficient Energy (AACEE)","Affordable Access to Clean and Efficient Energy Initiative | Mass.gov","https://www.mass.gov/service-details/affordable-access-to-clean-and-efficient-energy-initiative","2016","Other","Initiative includes a $15 million commitment to expand clean-energy opportunities for low- and moderate-income residents.","MA","Building","Massachusetts","hover_building"
"Property Assessed Clean Energy (PACE) program","PACENation | Property Assessed Clean Energy Financing","https://www.pacenation.org/","2010","Other","Authorized property-assessed clean energy (PACE) financing.","MI","Building","Michigan","hover_building"
"Michigan Residential Code","Microsoft Word - 2013-022 LR 2015 Residential (Non-Strike and Bold)-6-1-15 (michigan.gov)","https://www.michigan.gov/documents/lara/lara_bcc_2015_residential_code_502813_7.pdf","2015","Other","Went into effect in early 2015 based on the 2015 International Energy Conservation Code (IECC).","MI","Building","Michigan","hover_building"
"Michigan Saves","Michigan Saves | Clean Energy Financing | Nonprofit Green Bank","https://michigansaves.org/","","Other","Supports energy efficiency, geothermal, and solar PV projects (more than $172 million in energy efficiency and renewable energy improvements).","MI","Building","Michigan","hover_building"
"2016 Public Acts 341 and 342","https://www.legislature.mi.gov/documents/2015-2016/publicact/htm/2016-PA-0342.htm","https://www.legislature.mi.gov/documents/2015-2016/publicact/htm/2016-PA-0342.htm","2016","Legislation","Set a state standard of an incremental 1% energy-efficiency target per year, requiring all electric providers (other than alternative electric suppliers) and all rate-regulated natural gas utilities to file energy optimization (efficiency) programs (have been consistently exceeding minimum targets).","MI","Building","Michigan","hover_building"
"Conservation Improvement Program (CIP)","Conservation Improvement Programs / Minnesota.gov (mn.gov)","https://mn.gov/commerce/industries/energy/utilities/cip/","","Other","The Conservation Improvement Program (CIP) helps Minnesota households and businesses use electricity and natural gas more efficiently --conserving energy, reducing carbon dioxide emissions, and lessening the need for new utility infrastructure. CIP is funded by ratepayers and administered by electricity and natural gas utilities.","MN","Building","Minnesota","hover_building"
"Sustainable Buildings 2030 Energy Standard","Center for Energy and Environment - Projects (mncee.org)","https://www.mncee.org/resources/projects/minnesota-sustainable-buildings-2030/","2008","Other","Every five years, the total carbon emissions target from buildings is reduced so that in 2030 a 100% reduction (net-zero carbon) is achieved.","MN","Building","Minnesota","hover_building"
"2012 International Energy Conservation Code (IECC)","","","","Other","2012 International Energy Conservation Code (IECC) in effect for both residential and commercial buildings.","MN","Building","Minnesota","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Deployment incentives for cost-effective and efficient combined heat and power (CHP) projects.","MN","Building","Minnesota","hover_building"
"Minnesota’s commercial property-assessed clean energy program (MinnPACE)","Minnesota PACE Financing (minnpace.com)","https://www.minnpace.com/","","Other","Across the nation, PACE financing (Property Assessed Clean Energy) is making energy efficiency upgrades and renewable energy investments more attainable to commercial building owners. In Minnesota, most PACE loans are run through MinnPACE. MinnPACE is a fit for most industries including farms, commercial office buildings, nonprofit organizations (including places of worship), and multi-tenant buildings. Common investments include solar panels, HVAC systems, lighting, motors, and more.","MN","Building","Minnesota","hover_building"
"Trillion BTU Revolving Loan Fund","Trillion BTU - Saint Paul Port Authority (sppa.com)","https://www.sppa.com/portfinancing/trillion-btu","","Other","The Trillion BTU program is a partnership between The Saint Paul Port Authority, Xcel Energy, the Center for Energy and Environment (CEE), the Minnesota Legislature and the U.S. Department of Energy.","MN","Building","Minnesota","hover_building"
"Minnesota Housing Finance Agency’s Fix it Up! Program","Fix Up (mnhousing.gov)","https://www.mnhousing.gov/sites/lenders/fixup","","Other","Statewide home improvement loan program for eligible homeowners.","MN","Building","Minnesota","hover_building"
"Residential Renewable Energy Tax Credit","","","","Other","","MN","Building","Minnesota","hover_building"
"Made in Minnesota","Made in Minnesota / Minnesota.gov (mn.gov)","https://mn.gov/commerce/industries/energy/solar/mim/","2013","Other","The Made in Minnesota program was established by Solar Energy Legislation (passed in 2013 to stimulate the solar industry. From 2014-2017, it has approved support for nearly 1,400 projects in more than 50 counties across Minnesota, accounting for more than 20 megawatts of new capacity after all projects are installed. The program was open to customers of investor-owned electric utilities (Xcel Energy, Minnesota Power, and Otter Tail Power).","MN","Building","Minnesota","hover_building"
"High-Performance Building Standards","High Performance Building Standards (mt.gov)","http://architecture.mt.gov/Portals/14/docs/Design/HPBS%20-%20Adopted%20v3%20March%202019.pdf?ver=2019-05-14-063323-753","2019","Other","Required of all new state buildings.","MT","Building","Montana","hover_building"
"State Building Energy Conservation Program","Montana DEQ > Energy > eec > StateBuildingsProgram (mt.gov)","https://deq.mt.gov/energy/eec/statebuildingsprogram","1989","Other","The State Buildings Energy Conservation Program (SBECP) was initiated in 1989 to reduce energy costs in state government and finance energy improvement projects on state owned buildings. The program reduces utility bills and uses the savings to repay the cost of the project and eventually into other state buildings conservation projects.","MT","Building","Montana","hover_building"
"2012 International Energy Conservation Code (IECC)","","","","Other","Adopted the International Energy Conservation Code with Montana-specific amendments applicable to all new residential construction; Residential and commercial buildings must comply with the 2012 International Energy Conservation Code (IECC), with weakening amendments.","MT","Building","Montana","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Technical assistance for CHP projects.","MT","Building","Montana","hover_building"
"Alternative Energy Revolving Loan Program","Alternative Energy Revolving Loan Program (mt.gov)","https://deq.mt.gov/Energy/renewableenergy/altenergyloan","2001","Other","Provides low-interest loans to increase investments in alternative energy systems and energy conservation measures in homes and businesses.","MT","Building","Montana","hover_building"
"Energy Conservation Tax Incentives","Montana Clean Energy Tax Credits - MEIC","https://meic.org/issues/montana-clean-energy/montana-clean-energy-tax-credits/#:~:text=Montana%20Tax%20Credits&text=Alternative%20Energy%20System%20Credit%20%E2%80%93%20An,or%20%241%2C000%20per%20married%20couple.","","Other","Montana clean energy tax credits and low-interest loans help reduce upfront costs for individuals who improve the energy efficiency of their homes or install renewable energy systems on their property.","MT","Building","Montana","hover_building"
"Property Assessed Clean Energy (PACE) program","https://programs.dsireusa.org/system/program/detail/4252","https://programs.dsireusa.org/system/program/detail/4253","2010","Legislation","Authorized local governments to establish programs, however all financing is provided by private entities rather than the local government itself.","NH","Building","New Hampshire","hover_building"
"Energy Efficiency Rebates and Incentives","https://www.nh.gov/osi/energy/saving-energy/rebates-incentives.htm","https://www.nh.gov/osi/energy/saving-energy/rebates-incentives.htm","","Other","Leads by example by setting energy savings goals for buildings and fleets, benchmarking energy use in public buildings, and encouraging the use of energy savings performance contracts.","NH","Building","New Hampshire","hover_building"
"2015 International Energy Conservation Code (IECC)","https://www.nh.gov/safety/boardsandcommissions/bldgcode/nhstatebldgcode.html","https://www.nh.gov/safety/boardsandcommissions/bldgcode/nhstatebldgcode.html","","Other","Updated to the 2015 International Energy Conservation Code (IECC).","NH","Building","New Hampshire","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","Adopted the 2018 International Energy Conservation Code (IECC) for its residential and commercial building codes (local governments adopted with amendments); while the code is not enforced statewide, a significant number of local governments are in the process of adopting it.","NV","Building","Nevada","hover_building"
"Revised Statute 701.218","NRS 701.218 - Program to track use of energy in buildings owned by State or occupied by state agency; reimbursement by state agencies of certain costs incurred by Office of Energy in carrying out program. :: 2015 Nevada Revised Statutes :: US Codes and Statutes :: US Law :: Justia","https://law.justia.com/codes/nevada/2015/chapter-701/statute-701.218/","2015","Legislation","Office of Energy tracks and documents energy consumption for buildings owned or occupied by state agencies; will identify areas for efficiency improvements.","NV","Building","Nevada","hover_building"
"Clean Energy Act","SB358 Text (state.nv.us)","https://www.leg.state.nv.us/App/NELIS/REL/80th2019/Bill/6651/Text","2019","Legislation","Includes the state’s first statutory energy-efficiency standards, which sets annual reductions of 2% for electricity consumption and 0.75% for natural gas consumption.","NJ","Building","New Jersey","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","Adopted the 2018 International Energy Conservation Code (IECC) and American Society of Heating, Refrigerating, and Air-Conditioning Engineers (ASHRAE) 90.1 2016 codes.","NJ","Building","New Jersey","hover_building"
"New Jersey’s Clean Energy Program (NJCEP)","Home | NJ OCE Web Site (njcleanenergy.com)","https://njcleanenergy.com/","","Other","Offers financial incentives for several types of combined heat and power (CHP) facilities.","NJ","Building","New Jersey","hover_building"
"Edison Innovation Clean Energy Fund","Edison Innovation Clean Energy Manufacturing Fund (CEMF) - NJEDA","https://www.njeda.com/edison-innovation-clean-energy-manufacturing-fund-cemf/","2009","Other","Sponsors energy efficiency research and development.","NJ","Building","New Jersey","hover_building"
"HB 291","HB0291 (nmlegis.gov)","https://nmlegis.gov/Sessions/19%20Regular/bills/house/HB0291.html","2019","Legislation","Directs the Public Regulation Commission to consider utility acquisition of cost-effective energy efficiency resources to be “in the public interest,” support incentives for and remove barriers to energy efficiency programs.","NM","Building","New Mexico","hover_building"
"Sustainable Building Tax Credit program","EMNRD Energy Conservation and Management (state.nm.us)","http://www.emnrd.state.nm.us/ECMD/CleanEnergyTaxIncentives/SBTC.html","2015","Legislation","SB 279. Applies to commercial and residential buildings that meet certain green-building or energy-efficiency requirements.","NM","Building","New Mexico","hover_building"
"2009 International Energy Conservation Code (IECC)","","","","Other","Building energy codes for residential and commercial construction still reference the 2009 International Energy Conservation Code (IECC).","NM","Building","New Mexico","hover_building"
"Property Assessed Clean Energy (PACE) program","EMNRD Energy Conservation and Management (state.nm.us)","http://www.emnrd.state.nm.us/ECMD/CleanEnergyTaxIncentives/PACE.html","2009","Other","Enabled property assessed clean energy (PACE) financing.","NM","Building","New Mexico","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Offers incentives for the deployment of CHP.","NM","Building","New Mexico","hover_building"
"EO 2019-003","EO_2019-003.pdf (state.nm.us)","https://www.governor.state.nm.us/wp-content/uploads/2019/01/EO_2019-003.pdf","2019","Executive Order","Directs New Mexico to support the 2015 Paris Agreement Goals by joining the US Climate Alliance with a goal of achieving a statewide reduction in greenhouse gas emissions of at least 45% by 2030 as compared to 2005 levels.","NM","Cross-sector","New Mexico","hover_cross"
"New Efficiency: New York initiative","https://www.nyserda.ny.gov/About/Publications/New-Efficiency#:~:text=These%20efficiency%20improvements%20will%20enable,1.8%20million%20New%20York%20homes.","https://www.nyserda.ny.gov/About/Publications/New-Efficiency#:~:text=These%20efficiency%20improvements%20will%20enable,1.8%20million%20New%20York%20homes.","","Other","Wide range of strategies to help households, developers, building owners, and industrial facilities reduce energy consumption.","NY","Building","New York","hover_building"
"CLCPA","New York's Climate Leadership and Community Protection Act (CLCPA) (ny.gov)","https://climate.ny.gov/","2019","Legislation","Calls for a specific target of increasing energy efficiency in the state 23% above 2012 levels by 2030.","NY","Building","New York","hover_building"
"Buildings of Excellence Competition","Buildings of Excellence - NYSERDA","https://www.nyserda.ny.gov/all-programs/programs/multifamily-buildings-of-excellence","2019","Other","$30 million competition with $10 million being offered in each of three rounds for low-carbon building design and development.","NY","Building","New York","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","","NY","Building","New York","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Interconnection standard that is favorable for combined heat and power (CHP).","NY","Building","New York","hover_building"
"EO 80","EO80- NC's Commitment to Address Climate Change & Transition to a Clean Energy Economy.pdf","https://files.nc.gov/governor/documents/files/EO80-%20NC%27s%20Commitment%20to%20Address%20Climate%20Change%20%26%20Transition%20to%20a%20Clean%20Energy%20Economy.pdf","2018","Executive Order","Requires the development of a Comprehensive Energy, Water, and Utility Use Conservation Program to reduce energy consumption for all state-owned buildings (28% reduced so far). The order affirms North Carolina’s commitment to reducing statewide greenhouse gas emissions to 40% below 2005 levels by 2025. Additionally, the order calls for an increase in registered, zero-emission vehicles (“ZEVs”) in North Carolina to at least 80,000 and a 40% reduction in energy consumption in state-owned buildings.","NC","Building; Transportation","North Carolina","hover_transportation"
"Combined Heat and Power (CHP)","","","","Other","Incentives for combined heat and power (CHP) projects; interconnection standard that applies to CHP.","NC","Building","North Carolina","hover_building"
"2015 International Energy Conservation Code (IECC)","","","","Other","","NC","Building","North Carolina","hover_building"
"North Carolina Weatherization Assistance Program","NC DEQ: Weatherization Assistance Program","https://deq.nc.gov/about/divisions/energy-mineral-land-resources/weatherization-assistance-program","2015","Other","Enhances the well-being of low-income residents through the installation of energy-efficient and energy-related health and safety measures.","NC","Building","North Carolina","hover_building"
"Utility Savings Initiative","NC DEQ: Utility Savings Initiative","https://deq.nc.gov/conservation/energy-efficiency-resources/utility-savings-initiative","2002","Other","Utility Savings Initiative for public buildings assesses the entire stock of state buildings (2018 met U.S. Department of Energy Better Buildings Challenge goal by achieving an overall 21% improvement in energy intensity, compared to 2009).","NC","Building","North Carolina","hover_building"
"State Energy Efficiency Design Program (SEED)","State of Oregon: Energy in Oregon - State Energy Efficient Design Program","https://www.oregon.gov/energy/energy-oregon/Pages/SEED.aspx#:~:text=The%20State%20Energy%20Efficient%20Design,using%20energy%20efficient%20design%20methods.&text=State%20agencies%20must%20also%20comply,Green%20Energy%20Technology%20program%20requirements.","1991","Other","Helps state buildings implement energy efficiency through institutional retrofits and best practices.","OR","Building","Oregon","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","","OR","Building","Oregon","hover_building"
"ASHRAE","","","","Other","Commercial building code is equivalent to American Society of Heating, Refrigerating, and Air-Conditioning Engineers (ASHRAE) Standard 90.1-2013.","OR","Building","Oregon","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Interconnection standard that is favorable for combined heat and power (CHP); offers incentives for CHP projects; policies to encourage the use of renewable fuel CHP systems.","OR","Building","Oregon","hover_building"
"Energy Efficient Schools Program","State of Oregon: Energy in Oregon - Energy Efficient Schools Program","https://www.oregon.gov/energy/energy-oregon/Pages/Schools-Program.aspx#:~:text=The%20Oregon%20Department%20of%20Energy,resources%20to%20improve%20learning%20environments.&text=ODOE%20helps%20assess%20building%20needs,school%20leadership%20to%20access%20resources.","","Other","Has implemented approximately 3,000 cost-effective energy efficiency projects in K-12 public schools.","OR","Building","Oregon","hover_building"
"2017 EO 17-20","eo_17-20.pdf (oregon.gov)","https://www.oregon.gov/gov/Documents/executive_orders/eo_17-20.pdf","2017","Executive Order","Directs increased energy efficiency targets for state-owned buildings and establishes a carbon neutrality goal for all new state office buildings permitted after January 1, 2022; focuses on increasing energy efficiency in all buildings across Oregon by revising building codes, improving state appliance standards, and prioritizing retrofits of certain existing buildings.","OR","Building","Oregon","hover_building"
"State Home Oil Weatherization Program","factsheet-show.pdf (oregon.gov)","https://www.oregon.gov/ohcs/energy-weatherization/Documents/factsheets/factsheet-show.pdf","","Other","","OR","Building","Oregon","hover_building"
"Act 129","Section 2806.1 - Title 66 - PUBLIC UTILITIES (state.pa.us)","https://www.legis.state.pa.us/WU01/LI/LI/CT/HTM/66/00.028.006.001..HTM","2008","Legislation","Requires PA Public Utility Commission (PUC) to establish energy efficiency and conservation program for the state’s investor owned utilities.","PA","Building","Pennsylvania","hover_building"
"Uniform Construction Code","Uniform Construction Code Home (pa.gov)","https://www.dli.pa.gov/ucc/Pages/default.aspx","","Other","Updated Uniform Construction Code, adopting the 2015 International Energy Conservation Code (IECC).","PA","Building","Pennsylvania","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Policy statement in support of CHP; CHP systems are eligible to receive incentives through the state’s Alternative Energy Portfolio Standard, the Pennsylvania Energy Development Authority, and the Commonwealth Financing Authority’s Alternative Clean Energy Program.","PA","Building","Pennsylvania","hover_building"
"Commercial property-assessed clean energy (C-PACE) program","C-PACE","https://www.dep.pa.gov/Business/Energy/OfficeofPollutionPrevention/FinancialOptions/Pages/C-PACE.aspx","","Other","","PA","Building","Pennsylvania","hover_building"
"2015 International Energy Conservation Code (IECC)","","","","Other","Residential.","PA","Building","Pennsylvania","hover_building"
"EO 2019-01","2019-01.pdf (pa.gov)","https://www.oa.pa.gov/Policies/eo/Documents/2019-01.pdf","2019","Executive Order","Set a lead-by-example energy performance goal for state agency buildings to collectively reduce overall energy consumption by 3% per year and 21% below 2017 levels by 2025.","PA","Building","Pennsylvania","hover_building"
"EO 19-06","Wolf Establishes First Statewide Goal to Reduce Carbon Pollution in PA","https://www.governor.pa.gov/newsroom/governor-wolf-establishes-first-statewide-goal-reduce-carbon-pollution-pennsylvania/","2019","Executive Order","Develop a strategy to advance clean, affordable, and reliable heating.","RI","Building","Rhode Island","hover_building"
"Property Assessed Clean Energy (PACE) program","RI C-PACE for C&I Building Owners and Developers | Rhode Island Commercial Property Assessed Clean Energy (ri-cpace.com)","https://ri-cpace.com/","","Other","","RI","Building","Rhode Island","hover_building"
